date,score
18/02/2011 07:06,0.671454219
18/02/2011 07:07,0.644660194
18/02/2011 07:08,0.687747036
18/02/2011 07:09,0.73776908
18/02/2011 07:10,0.679054054
18/02/2011 07:11,0.718562874
18/02/2011 07:12,0.650909091
18/02/2011 07:13,0.693203883
18/02/2011 07:14,0.648543689
18/02/2011 07:15,0.651624549
18/02/2011 07:16,0.677238806
18/02/2011 07:17,0.689453125
18/02/2011 07:18,0.696537678
18/02/2011 07:19,0.673913043
18/02/2011 07:20,0.692727273
18/02/2011 07:21,0.715105163
18/02/2011 07:22,0.700374532
18/02/2011 07:23,0.726256983
18/02/2011 07:24,0.68
18/02/2011 07:25,0.689530686
18/02/2011 07:26,0.655172414
18/02/2011 07:27,0.696537678
18/02/2011 07:28,0.664750958
18/02/2011 07:29,0.681541582
18/02/2011 07:30,0.683153014
18/02/2011 07:31,0.683098592
18/02/2011 07:32,0.696027634
18/02/2011 07:33,0.705627706
18/02/2011 07:34,0.673469388
18/02/2011 07:35,0.646186441
18/02/2011 07:36,0.68411215
18/02/2011 07:37,0.661596958
18/02/2011 07:38,0.643145161
18/02/2011 07:39,0.691056911
18/02/2011 07:40,0.675229358
18/02/2011 07:41,0.657142857
18/02/2011 07:42,0.698354662
18/02/2011 07:43,0.674509804
18/02/2011 07:44,0.718146718
18/02/2011 07:45,0.65478424
18/02/2011 07:46,0.665306122
18/02/2011 07:47,0.682828283
18/02/2011 07:48,0.688090737
18/02/2011 07:49,0.670756646
18/02/2011 07:50,0.68902439
18/02/2011 07:51,0.665245203
18/02/2011 07:52,0.706642066
18/02/2011 07:53,0.703406814
18/02/2011 07:54,0.710616438
18/02/2011 07:55,0.683301344
18/02/2011 07:56,0.68440367
18/02/2011 07:57,0.676470588
18/02/2011 07:58,0.658174098
18/02/2011 07:59,0.651574803
18/02/2011 08:00,0.634375
18/02/2011 08:01,0.655238095
18/02/2011 08:02,0.685981308
18/02/2011 08:03,0.65377176
18/02/2011 08:04,0.661257606
18/02/2011 08:05,0.658715596
18/02/2011 08:06,0.660984848
18/02/2011 08:07,0.702544031
18/02/2011 08:08,0.67037037
18/02/2011 08:09,0.659405941
18/02/2011 08:10,0.639229422
18/02/2011 08:11,0.703921569
18/02/2011 08:12,0.696629213
18/02/2011 08:13,0.693386774
18/02/2011 08:14,0.692759295
18/02/2011 08:15,0.620253165
18/02/2011 08:16,0.685393258
18/02/2011 08:17,0.686653772
18/02/2011 08:18,0.663551402
18/02/2011 08:19,0.673913043
18/02/2011 08:20,0.654223969
18/02/2011 08:21,0.64375
18/02/2011 08:22,0.647727273
18/02/2011 08:23,0.683520599
18/02/2011 08:24,0.671314741
18/02/2011 08:25,0.639846743
18/02/2011 08:26,0.666666667
18/02/2011 08:27,0.668103448
18/02/2011 08:28,0.621771218
18/02/2011 08:29,0.626033058
18/02/2011 08:30,0.62358643
18/02/2011 08:31,0.647169811
18/02/2011 08:32,0.669104205
18/02/2011 08:33,0.640535373
18/02/2011 08:34,0.664092664
18/02/2011 08:35,0.66798419
18/02/2011 08:36,0.647157191
18/02/2011 08:37,0.641404806
18/02/2011 08:38,0.664298401
18/02/2011 08:39,0.641237113
18/02/2011 08:40,0.631304348
18/02/2011 08:41,0.662
18/02/2011 08:42,0.640740741
18/02/2011 08:43,0.632113821
18/02/2011 08:44,0.611111111
18/02/2011 08:45,0.678362573
18/02/2011 08:46,0.634095634
18/02/2011 08:47,0.623700624
18/02/2011 08:48,0.611940299
18/02/2011 08:49,0.671259843
18/02/2011 08:50,0.658318426
18/02/2011 08:51,0.651515152
18/02/2011 08:52,0.645472062
18/02/2011 08:53,0.642857143
18/02/2011 08:54,0.63559322
18/02/2011 08:55,0.658203125
18/02/2011 08:56,0.669090909
18/02/2011 08:57,0.632692308
18/02/2011 08:58,0.617810761
18/02/2011 08:59,0.657458564
18/02/2011 09:00,0.610852713
18/02/2011 09:01,0.625925926
18/02/2011 09:02,0.644524237
18/02/2011 09:03,0.582987552
18/02/2011 09:04,0.612546125
18/02/2011 09:05,0.630514706
18/02/2011 09:06,0.649325626
18/02/2011 09:07,0.613305613
18/02/2011 09:08,0.645472062
18/02/2011 09:09,0.624542125
18/02/2011 09:10,0.658536585
18/02/2011 09:11,0.633187773
18/02/2011 09:12,0.660447761
18/02/2011 09:13,0.630550622
18/02/2011 09:14,0.639468691
18/02/2011 09:15,0.636197441
18/02/2011 09:16,0.622222222
18/02/2011 09:17,0.612612613
18/02/2011 09:18,0.668478261
18/02/2011 09:19,0.630390144
18/02/2011 09:20,0.631775701
18/02/2011 09:21,0.653846154
18/02/2011 09:22,0.635451505
18/02/2011 09:23,0.635316699
18/02/2011 09:24,0.634545455
18/02/2011 09:25,0.633273703
18/02/2011 09:26,0.594594595
18/02/2011 09:27,0.618466899
18/02/2011 09:28,0.630931459
18/02/2011 09:29,0.635477583
18/02/2011 09:30,0.603040541
18/02/2011 09:31,0.600713012
18/02/2011 09:32,0.618421053
18/02/2011 09:33,0.597014925
18/02/2011 09:34,0.626923077
18/02/2011 09:35,0.617594255
18/02/2011 09:36,0.667876588
18/02/2011 09:37,0.651865009
18/02/2011 09:38,0.590301003
18/02/2011 09:39,0.597302505
18/02/2011 09:40,0.626394052
18/02/2011 09:41,0.642248722
18/02/2011 09:42,0.650817236
18/02/2011 09:43,0.625925926
18/02/2011 09:44,0.628571429
18/02/2011 09:45,0.624087591
18/02/2011 09:46,0.651741294
18/02/2011 09:47,0.625899281
18/02/2011 09:48,0.650763359
18/02/2011 09:49,0.641304348
18/02/2011 09:50,0.653594771
18/02/2011 09:51,0.613899614
18/02/2011 09:52,0.636212625
18/02/2011 09:53,0.614130435
18/02/2011 09:54,0.638059701
18/02/2011 09:55,0.642504119
18/02/2011 09:56,0.659016393
18/02/2011 09:57,0.632541133
18/02/2011 09:58,0.654173765
18/02/2011 09:59,0.619402985
18/02/2011 10:00,0.579192547
18/02/2011 10:01,0.61525974
18/02/2011 10:02,0.58699187
18/02/2011 10:03,0.58490566
18/02/2011 10:04,0.631944444
18/02/2011 10:05,0.634551495
18/02/2011 10:06,0.62755102
18/02/2011 10:07,0.669708029
18/02/2011 10:08,0.650684932
18/02/2011 10:09,0.631746032
18/02/2011 10:10,0.618333333
18/02/2011 10:11,0.629032258
18/02/2011 10:12,0.628919861
18/02/2011 10:13,0.614310646
18/02/2011 10:14,0.643463497
18/02/2011 10:15,0.625965997
18/02/2011 10:16,0.660071942
18/02/2011 10:17,0.639209226
18/02/2011 10:18,0.671641791
18/02/2011 10:19,0.644781145
18/02/2011 10:20,0.630357143
18/02/2011 10:21,0.65
18/02/2011 10:22,0.65
18/02/2011 10:23,0.635687732
18/02/2011 10:24,0.634508349
18/02/2011 10:25,0.635294118
18/02/2011 10:26,0.683012259
18/02/2011 10:27,0.691507799
18/02/2011 10:28,0.636215334
18/02/2011 10:29,0.660344828
18/02/2011 10:30,0.613162119
18/02/2011 10:31,0.608843537
18/02/2011 10:32,0.630894309
18/02/2011 10:33,0.652991453
18/02/2011 10:34,0.665137615
18/02/2011 10:35,0.623901582
18/02/2011 10:36,0.641322314
18/02/2011 10:37,0.650877193
18/02/2011 10:38,0.628289474
18/02/2011 10:39,0.685612789
18/02/2011 10:40,0.630182421
18/02/2011 10:41,0.687603306
18/02/2011 10:42,0.644628099
18/02/2011 10:43,0.625
18/02/2011 10:44,0.616747182
18/02/2011 10:45,0.628521127
18/02/2011 10:46,0.628521127
18/02/2011 10:47,0.707692308
18/02/2011 10:48,0.669001751
18/02/2011 10:49,0.687170475
18/02/2011 10:50,0.630200308
18/02/2011 10:51,0.656514382
18/02/2011 10:52,0.665008292
18/02/2011 10:53,0.61352657
18/02/2011 10:54,0.651815182
18/02/2011 10:55,0.663299663
18/02/2011 10:56,0.65767285
18/02/2011 10:57,0.647863248
18/02/2011 10:58,0.629948365
18/02/2011 10:59,0.663622527
18/02/2011 11:00,0.597977244
18/02/2011 11:01,0.611731844
18/02/2011 11:02,0.616022099
18/02/2011 11:03,0.601123596
18/02/2011 11:04,0.627557981
18/02/2011 11:05,0.614197531
18/02/2011 11:06,0.628482972
18/02/2011 11:07,0.639810427
18/02/2011 11:08,0.635276532
18/02/2011 11:09,0.64516129
18/02/2011 11:10,0.611650485
18/02/2011 11:11,0.640062598
18/02/2011 11:12,0.635514019
18/02/2011 11:13,0.63622975
18/02/2011 11:14,0.642414861
18/02/2011 11:15,0.608930988
18/02/2011 11:16,0.65051395
18/02/2011 11:17,0.645264848
18/02/2011 11:18,0.647234679
18/02/2011 11:19,0.635528331
18/02/2011 11:20,0.642651297
18/02/2011 11:21,0.679029957
18/02/2011 11:22,0.658461538
18/02/2011 11:23,0.647966339
18/02/2011 11:24,0.63832853
18/02/2011 11:25,0.635658915
18/02/2011 11:26,0.65578635
18/02/2011 11:27,0.670278638
18/02/2011 11:28,0.618045113
18/02/2011 11:29,0.615497076
18/02/2011 11:30,0.600775194
18/02/2011 11:31,0.635693215
18/02/2011 11:32,0.62295082
18/02/2011 11:33,0.63672391
18/02/2011 11:34,0.644755245
18/02/2011 11:35,0.62764457
18/02/2011 11:36,0.619799139
18/02/2011 11:37,0.587878788
18/02/2011 11:38,0.607427056
18/02/2011 11:39,0.611111111
18/02/2011 11:40,0.642091153
18/02/2011 11:41,0.675250358
18/02/2011 11:42,0.599269184
18/02/2011 11:43,0.654411765
18/02/2011 11:44,0.609822647
18/02/2011 11:45,0.592736706
18/02/2011 11:46,0.675342466
18/02/2011 11:47,0.60058309
18/02/2011 11:48,0.613275613
18/02/2011 11:49,0.624815362
18/02/2011 11:50,0.622596154
18/02/2011 11:51,0.625
18/02/2011 11:52,0.652112676
18/02/2011 11:53,0.650499287
18/02/2011 11:54,0.648648649
18/02/2011 11:55,0.644204852
18/02/2011 11:56,0.654166667
18/02/2011 11:57,0.631989597
18/02/2011 11:58,0.619812584
18/02/2011 11:59,0.629679144
18/02/2011 12:00,0.630925508
18/02/2011 12:01,0.635538262
18/02/2011 12:02,0.650229358
18/02/2011 12:03,0.680503145
18/02/2011 12:04,0.612531969
18/02/2011 12:05,0.634210526
18/02/2011 12:06,0.658536585
18/02/2011 12:07,0.62248996
18/02/2011 12:08,0.63029525
18/02/2011 12:09,0.649417853
18/02/2011 12:10,0.636699507
18/02/2011 12:11,0.623579545
18/02/2011 12:12,0.607818411
18/02/2011 12:13,0.637168142
18/02/2011 12:14,0.622710623
18/02/2011 12:15,0.638020833
18/02/2011 12:16,0.642947903
18/02/2011 12:17,0.666666667
18/02/2011 12:18,0.628571429
18/02/2011 12:19,0.67896679
18/02/2011 12:20,0.669491525
18/02/2011 12:21,0.63452381
18/02/2011 12:22,0.652061856
18/02/2011 12:23,0.632625995
18/02/2011 12:24,0.638014528
18/02/2011 12:25,0.634663342
18/02/2011 12:26,0.606870229
18/02/2011 12:27,0.650190114
18/02/2011 12:28,0.624539877
18/02/2011 12:29,0.651785714
18/02/2011 12:30,0.643255295
18/02/2011 12:31,0.667447307
18/02/2011 12:32,0.619047619
18/02/2011 12:33,0.659679408
18/02/2011 12:34,0.645760743
18/02/2011 12:35,0.652873563
18/02/2011 12:36,0.657142857
18/02/2011 12:37,0.640586797
18/02/2011 12:38,0.637311703
18/02/2011 12:39,0.620977354
18/02/2011 12:40,0.602312139
18/02/2011 12:41,0.661037394
18/02/2011 12:42,0.623529412
18/02/2011 12:43,0.641809291
18/02/2011 12:44,0.65483871
18/02/2011 12:45,0.662393162
18/02/2011 12:46,0.660418964
18/02/2011 12:47,0.655086849
18/02/2011 12:48,0.64221219
18/02/2011 12:49,0.678612717
18/02/2011 12:50,0.646919431
18/02/2011 12:51,0.664294187
18/02/2011 12:52,0.66940211
18/02/2011 12:53,0.640330189
18/02/2011 12:54,0.643930636
18/02/2011 12:55,0.646017699
18/02/2011 12:56,0.618002195
18/02/2011 12:57,0.652356021
18/02/2011 12:58,0.642696629
18/02/2011 12:59,0.650810811
18/02/2011 13:00,0.611393693
18/02/2011 13:01,0.643261608
18/02/2011 13:02,0.66089613
18/02/2011 13:03,0.629822732
18/02/2011 13:04,0.623376623
18/02/2011 13:05,0.642619312
18/02/2011 13:06,0.602006689
18/02/2011 13:07,0.6287964
18/02/2011 13:08,0.611640212
18/02/2011 13:09,0.652597403
18/02/2011 13:10,0.647118301
18/02/2011 13:11,0.679365079
18/02/2011 13:12,0.656218402
18/02/2011 13:13,0.620253165
18/02/2011 13:14,0.653374233
18/02/2011 13:15,0.6484375
18/02/2011 13:16,0.645054945
18/02/2011 13:17,0.644880174
18/02/2011 13:18,0.688770053
18/02/2011 13:19,0.665650407
18/02/2011 13:20,0.664979757
18/02/2011 13:21,0.664556962
18/02/2011 13:22,0.640368852
18/02/2011 13:23,0.654411765
18/02/2011 13:24,0.666317992
18/02/2011 13:25,0.660520607
18/02/2011 13:26,0.617245005
18/02/2011 13:27,0.668367347
18/02/2011 13:28,0.637947725
18/02/2011 13:29,0.676042677
18/02/2011 13:30,0.645792564
18/02/2011 13:31,0.614052953
18/02/2011 13:32,0.664563617
18/02/2011 13:33,0.650507328
18/02/2011 13:34,0.634937238
18/02/2011 13:35,0.643363728
18/02/2011 13:36,0.659211928
18/02/2011 13:37,0.644565217
18/02/2011 13:38,0.642636457
18/02/2011 13:39,0.6484375
18/02/2011 13:40,0.629158513
18/02/2011 13:41,0.641898865
18/02/2011 13:42,0.657492355
18/02/2011 13:43,0.615214994
18/02/2011 13:44,0.655426765
18/02/2011 13:45,0.638446215
18/02/2011 13:46,0.640674394
18/02/2011 13:47,0.657286432
18/02/2011 13:48,0.677093845
18/02/2011 13:49,0.641683778
18/02/2011 13:50,0.662639405
18/02/2011 13:51,0.672164948
18/02/2011 13:52,0.621485944
18/02/2011 13:53,0.642250531
18/02/2011 13:54,0.649797571
18/02/2011 13:55,0.658057851
18/02/2011 13:56,0.651485149
18/02/2011 13:57,0.659043659
18/02/2011 13:58,0.61038961
18/02/2011 13:59,0.609120521
18/02/2011 14:00,0.638861629
18/02/2011 14:01,0.64756447
18/02/2011 14:02,0.667602996
18/02/2011 14:03,0.664070107
18/02/2011 14:04,0.679104478
18/02/2011 14:05,0.617210682
18/02/2011 14:06,0.674509804
18/02/2011 14:07,0.639029323
18/02/2011 14:08,0.638077286
18/02/2011 14:09,0.650793651
18/02/2011 14:10,0.638259293
18/02/2011 14:11,0.643286573
18/02/2011 14:12,0.645895153
18/02/2011 14:13,0.645418327
18/02/2011 14:14,0.658676894
18/02/2011 14:15,0.644913628
18/02/2011 14:16,0.66798419
18/02/2011 14:17,0.658128079
18/02/2011 14:18,0.653019447
18/02/2011 14:19,0.640922768
18/02/2011 14:20,0.6447985
18/02/2011 14:21,0.655737705
18/02/2011 14:22,0.671455939
18/02/2011 14:23,0.657086224
18/02/2011 14:24,0.671626984
18/02/2011 14:25,0.680473373
18/02/2011 14:26,0.64292589
18/02/2011 14:27,0.663452266
18/02/2011 14:28,0.6492891
18/02/2011 14:29,0.6496695
18/02/2011 14:30,0.653492647
18/02/2011 14:31,0.667670683
18/02/2011 14:32,0.686165274
18/02/2011 14:33,0.647217235
18/02/2011 14:34,0.647333957
18/02/2011 14:35,0.642787996
18/02/2011 14:36,0.666044776
18/02/2011 14:37,0.681214421
18/02/2011 14:38,0.636094675
18/02/2011 14:39,0.658583899
18/02/2011 14:40,0.644465291
18/02/2011 14:41,0.65037594
18/02/2011 14:42,0.644034918
18/02/2011 14:43,0.645437262
18/02/2011 14:44,0.667318982
18/02/2011 14:45,0.668233083
18/02/2011 14:46,0.654231119
18/02/2011 14:47,0.663255814
18/02/2011 14:48,0.666329626
18/02/2011 14:49,0.673239437
18/02/2011 14:50,0.659197012
18/02/2011 14:51,0.669387755
18/02/2011 14:52,0.652416357
18/02/2011 14:53,0.639727361
18/02/2011 14:54,0.67578125
18/02/2011 14:55,0.643626571
18/02/2011 14:56,0.668246445
18/02/2011 14:57,0.653675819
18/02/2011 14:58,0.670391061
18/02/2011 14:59,0.686679174
18/02/2011 15:00,0.646017699
18/02/2011 15:01,0.653173873
18/02/2011 15:02,0.658362989
18/02/2011 15:03,0.614901257
18/02/2011 15:04,0.631486368
18/02/2011 15:05,0.644605621
18/02/2011 15:06,0.65377176
18/02/2011 15:07,0.666061706
18/02/2011 15:08,0.636730575
18/02/2011 15:09,0.644508671
18/02/2011 15:10,0.686580882
18/02/2011 15:11,0.703030303
18/02/2011 15:12,0.650336215
18/02/2011 15:13,0.672306322
18/02/2011 15:14,0.670157068
18/02/2011 15:15,0.683193277
18/02/2011 15:16,0.703771849
18/02/2011 15:17,0.680672269
18/02/2011 15:18,0.636015326
18/02/2011 15:19,0.670250896
18/02/2011 15:20,0.677479147
18/02/2011 15:21,0.682233503
18/02/2011 15:22,0.665254237
18/02/2011 15:23,0.68784029
18/02/2011 15:24,0.670103093
18/02/2011 15:25,0.644567219
18/02/2011 15:26,0.696428571
18/02/2011 15:27,0.681516588
18/02/2011 15:28,0.698308271
18/02/2011 15:29,0.688311688
18/02/2011 15:30,0.644171779
18/02/2011 15:31,0.668407311
18/02/2011 15:32,0.69452182
18/02/2011 15:33,0.667910448
18/02/2011 15:34,0.672597865
18/02/2011 15:35,0.686988171
18/02/2011 15:36,0.680457746
18/02/2011 15:37,0.683270677
18/02/2011 15:38,0.68655303
18/02/2011 15:39,0.677007299
18/02/2011 15:40,0.706630336
18/02/2011 15:41,0.698501873
18/02/2011 15:42,0.69266055
18/02/2011 15:43,0.694576594
18/02/2011 15:44,0.716085271
18/02/2011 15:45,0.671698113
18/02/2011 15:46,0.71826087
18/02/2011 15:47,0.72983871
18/02/2011 15:48,0.686635945
18/02/2011 15:49,0.68794964
18/02/2011 15:50,0.709090909
18/02/2011 15:51,0.706744868
18/02/2011 15:52,0.697024346
18/02/2011 15:53,0.709143969
18/02/2011 15:54,0.706099815
18/02/2011 15:55,0.712290503
18/02/2011 15:56,0.682950192
18/02/2011 15:57,0.70733945
18/02/2011 15:58,0.704109589
18/02/2011 15:59,0.680157947
18/02/2011 16:00,0.690730838
18/02/2011 16:01,0.70210728
18/02/2011 16:02,0.703603604
18/02/2011 16:03,0.70514064
18/02/2011 16:04,0.714811408
18/02/2011 16:05,0.712765957
18/02/2011 16:06,0.709864603
18/02/2011 16:07,0.71170314
18/02/2011 16:08,0.717234262
18/02/2011 16:09,0.716346154
18/02/2011 16:10,0.699107143
18/02/2011 16:11,0.709677419
18/02/2011 16:12,0.719832109
18/02/2011 16:13,0.709004739
18/02/2011 16:14,0.749746707
18/02/2011 16:15,0.69581749
18/02/2011 16:16,0.735092864
18/02/2011 16:17,0.7408867
18/02/2011 16:18,0.708542714
18/02/2011 16:19,0.715932914
18/02/2011 16:20,0.70746888
18/02/2011 16:21,0.731804586
18/02/2011 16:22,0.714863498
18/02/2011 16:23,0.69047619
18/02/2011 16:24,0.728860294
18/02/2011 16:25,0.73523622
18/02/2011 16:26,0.744840525
18/02/2011 16:27,0.710703954
18/02/2011 16:28,0.690029615
18/02/2011 16:29,0.714557564
18/02/2011 16:30,0.721702128
18/02/2011 16:31,0.714005877
18/02/2011 16:32,0.702312139
18/02/2011 16:33,0.739175258
18/02/2011 16:34,0.722
18/02/2011 16:35,0.734611504
18/02/2011 16:36,0.689795918
18/02/2011 16:37,0.717708333
18/02/2011 16:38,0.723779855
18/02/2011 16:39,0.720682303
18/02/2011 16:40,0.735571878
18/02/2011 16:41,0.729941292
18/02/2011 16:42,0.718070009
18/02/2011 16:43,0.748292683
18/02/2011 16:44,0.731730769
18/02/2011 16:45,0.724652087
18/02/2011 16:46,0.740079365
18/02/2011 16:47,0.741489362
18/02/2011 16:48,0.723497268
18/02/2011 16:49,0.734151329
18/02/2011 16:50,0.714426877
18/02/2011 16:51,0.70950324
18/02/2011 16:52,0.721174004
18/02/2011 16:53,0.727664155
18/02/2011 16:54,0.733471074
18/02/2011 16:55,0.748962656
18/02/2011 16:56,0.697674419
18/02/2011 16:57,0.718627451
18/02/2011 16:58,0.709677419
18/02/2011 16:59,0.701825558
18/02/2011 17:00,0.716753022
18/02/2011 17:01,0.707395498
18/02/2011 17:02,0.701402806
18/02/2011 17:03,0.721748401
18/02/2011 17:04,0.738709677
18/02/2011 17:05,0.716961498
18/02/2011 17:06,0.727463312
18/02/2011 17:07,0.732334047
18/02/2011 17:08,0.730532787
18/02/2011 17:09,0.720979766
18/02/2011 17:10,0.73880597
18/02/2011 17:11,0.755148741
18/02/2011 17:12,0.768331562
18/02/2011 17:13,0.730141458
18/02/2011 17:14,0.745341615
18/02/2011 17:15,0.741071429
18/02/2011 17:16,0.714430894
18/02/2011 17:17,0.758218452
18/02/2011 17:18,0.753655793
18/02/2011 17:19,0.754227734
18/02/2011 17:20,0.703741153
18/02/2011 17:21,0.715065502
18/02/2011 17:22,0.716386555
18/02/2011 17:23,0.752046784
18/02/2011 17:24,0.756482525
18/02/2011 17:25,0.735106383
18/02/2011 17:26,0.737068966
18/02/2011 17:27,0.767467249
18/02/2011 17:28,0.74789916
18/02/2011 17:29,0.733629301
18/02/2011 17:30,0.72745694
18/02/2011 17:31,0.746315789
18/02/2011 17:32,0.756784969
18/02/2011 17:33,0.738748628
18/02/2011 17:34,0.754524887
18/02/2011 17:35,0.773302647
18/02/2011 17:36,0.745856354
18/02/2011 17:37,0.75440658
18/02/2011 17:38,0.756788666
18/02/2011 17:39,0.777011494
18/02/2011 17:40,0.785553047
18/02/2011 17:41,0.761728395
18/02/2011 17:42,0.777525539
18/02/2011 17:43,0.755176614
18/02/2011 17:44,0.749144812
18/02/2011 17:45,0.793296089
18/02/2011 17:46,0.773006135
18/02/2011 17:47,0.78319123
18/02/2011 17:48,0.749029754
18/02/2011 17:49,0.776173285
18/02/2011 17:50,0.723021583
18/02/2011 17:51,0.777363184
18/02/2011 17:52,0.777777778
18/02/2011 17:53,0.734265734
18/02/2011 17:54,0.788311688
18/02/2011 17:55,0.753056235
18/02/2011 17:56,0.769322235
18/02/2011 17:57,0.793377483
18/02/2011 17:58,0.741712707
18/02/2011 17:59,0.758139535
18/02/2011 18:00,0.7353914
18/02/2011 18:01,0.74248366
18/02/2011 18:02,0.775086505
18/02/2011 18:03,0.776173285
18/02/2011 18:04,0.759282971
18/02/2011 18:05,0.733485194
18/02/2011 18:06,0.744949495
18/02/2011 18:07,0.757180157
18/02/2011 18:08,0.796854522
18/02/2011 18:09,0.792503347
18/02/2011 18:10,0.7675
18/02/2011 18:11,0.795685279
18/02/2011 18:12,0.788679245
18/02/2011 18:13,0.780876494
18/02/2011 18:14,0.80625
18/02/2011 18:15,0.757575758
18/02/2011 18:16,0.783882784
18/02/2011 18:17,0.80952381
18/02/2011 18:18,0.767790262
18/02/2011 18:19,0.82133995
18/02/2011 18:20,0.761124122
18/02/2011 18:21,0.780669145
18/02/2011 18:22,0.782828283
18/02/2011 18:23,0.774314214
18/02/2011 18:24,0.807511737
18/02/2011 18:25,0.773889637
18/02/2011 18:26,0.786600496
18/02/2011 18:27,0.764108352
18/02/2011 18:28,0.809178744
18/02/2011 18:29,0.792503347
18/02/2011 18:30,0.763676149
18/02/2011 18:31,0.776674938
18/02/2011 18:32,0.758709677
18/02/2011 18:33,0.775906736
18/02/2011 18:34,0.791717418
18/02/2011 18:35,0.780856423
18/02/2011 18:36,0.806097561
18/02/2011 18:37,0.784031414
18/02/2011 18:38,0.786600496
18/02/2011 18:39,0.772058824
18/02/2011 18:40,0.798569726
18/02/2011 18:41,0.801608579
18/02/2011 18:42,0.768831169
18/02/2011 18:43,0.767766497
18/02/2011 18:44,0.79875
18/02/2011 18:45,0.784931507
18/02/2011 18:46,0.759668508
