date,english,total
18/02/2011 06:29,0.685964912,570
18/02/2011 06:30,0.702060222,631
18/02/2011 06:31,0.6875,560
18/02/2011 06:32,0.717996289,539
18/02/2011 06:33,0.666003976,503
18/02/2011 06:34,0.678638941,529
18/02/2011 06:35,0.666003976,503
18/02/2011 06:36,0.702166065,554
18/02/2011 06:37,0.727767695,551
18/02/2011 06:38,0.723163842,531
18/02/2011 06:39,0.696226415,530
18/02/2011 06:40,0.705992509,534
18/02/2011 06:41,0.749486653,487
18/02/2011 06:42,0.742574257,505
18/02/2011 06:43,0.706,500
18/02/2011 06:44,0.724786325,585
18/02/2011 06:45,0.737547893,522
18/02/2011 06:46,0.715909091,528
18/02/2011 06:47,0.70212766,517
18/02/2011 06:48,0.706422018,545
18/02/2011 06:49,0.730483271,538
18/02/2011 06:50,0.717190388,541
18/02/2011 06:51,0.733208955,536
18/02/2011 06:52,0.714801444,554
18/02/2011 06:53,0.672413793,522
18/02/2011 06:54,0.681912682,481
18/02/2011 06:55,0.691262136,515
18/02/2011 06:56,0.741472172,557
18/02/2011 06:57,0.69785575,513
18/02/2011 06:58,0.675471698,530
18/02/2011 06:59,0.698473282,524
18/02/2011 07:00,0.652684564,596
18/02/2011 07:01,0.64298725,549
18/02/2011 07:02,0.688206785,619
18/02/2011 07:03,0.687272727,550
18/02/2011 07:04,0.719858156,564
18/02/2011 07:05,0.68869936,469
18/02/2011 07:06,0.671454219,557
18/02/2011 07:07,0.644660194,515
18/02/2011 07:08,0.687747036,506
18/02/2011 07:09,0.73776908,511
18/02/2011 07:10,0.679054054,592
18/02/2011 07:11,0.718562874,501
18/02/2011 07:12,0.650909091,550
18/02/2011 07:13,0.693203883,515
18/02/2011 07:14,0.648543689,515
18/02/2011 07:15,0.651624549,554
18/02/2011 07:16,0.677238806,536
18/02/2011 07:17,0.689453125,512
18/02/2011 07:18,0.696537678,491
18/02/2011 07:19,0.673913043,460
18/02/2011 07:20,0.692727273,550
18/02/2011 07:21,0.715105163,523
18/02/2011 07:22,0.700374532,534
18/02/2011 07:23,0.726256983,537
18/02/2011 07:24,0.68,500
18/02/2011 07:25,0.689530686,554
18/02/2011 07:26,0.655172414,522
18/02/2011 07:27,0.696537678,491
18/02/2011 07:28,0.664750958,522
18/02/2011 07:29,0.681541582,493
18/02/2011 07:30,0.683153014,647
18/02/2011 07:31,0.683098592,568
18/02/2011 07:32,0.696027634,579
18/02/2011 07:33,0.705627706,462
18/02/2011 07:34,0.673469388,490
18/02/2011 07:35,0.646186441,472
18/02/2011 07:36,0.68411215,535
18/02/2011 07:37,0.661596958,526
18/02/2011 07:38,0.643145161,496
18/02/2011 07:39,0.691056911,492
18/02/2011 07:40,0.675229358,545
18/02/2011 07:41,0.657142857,455
18/02/2011 07:42,0.698354662,547
18/02/2011 07:43,0.674509804,510
18/02/2011 07:44,0.718146718,518
18/02/2011 07:45,0.65478424,533
18/02/2011 07:46,0.665306122,490
18/02/2011 07:47,0.682828283,495
18/02/2011 07:48,0.688090737,529
18/02/2011 07:49,0.670756646,489
18/02/2011 07:50,0.68902439,492
18/02/2011 07:51,0.665245203,469
18/02/2011 07:52,0.706642066,542
18/02/2011 07:53,0.703406814,499
18/02/2011 07:54,0.710616438,584
18/02/2011 07:55,0.683301344,521
18/02/2011 07:56,0.68440367,545
18/02/2011 07:57,0.676470588,510
18/02/2011 07:58,0.658174098,471
18/02/2011 07:59,0.651574803,508
18/02/2011 08:00,0.634375,640
18/02/2011 08:01,0.655238095,525
18/02/2011 08:02,0.685981308,535
18/02/2011 08:03,0.65377176,517
18/02/2011 08:04,0.661257606,493
18/02/2011 08:05,0.658715596,545
18/02/2011 08:06,0.660984848,528
18/02/2011 08:07,0.702544031,511
18/02/2011 08:08,0.67037037,540
18/02/2011 08:09,0.659405941,505
18/02/2011 08:10,0.639229422,571
18/02/2011 08:11,0.703921569,510
18/02/2011 08:12,0.696629213,534
18/02/2011 08:13,0.693386774,499
18/02/2011 08:14,0.692759295,511
18/02/2011 08:15,0.620253165,553
18/02/2011 08:16,0.685393258,534
18/02/2011 08:17,0.686653772,517
18/02/2011 08:18,0.663551402,535
18/02/2011 08:19,0.673913043,460
18/02/2011 08:20,0.654223969,509
18/02/2011 08:21,0.64375,480
18/02/2011 08:22,0.647727273,528
18/02/2011 08:23,0.683520599,534
18/02/2011 08:24,0.671314741,502
18/02/2011 08:25,0.639846743,522
18/02/2011 08:26,0.666666667,501
18/02/2011 08:27,0.668103448,464
18/02/2011 08:28,0.621771218,542
18/02/2011 08:29,0.626033058,484
18/02/2011 08:30,0.62358643,619
18/02/2011 08:31,0.647169811,530
18/02/2011 08:32,0.669104205,547
18/02/2011 08:33,0.640535373,523
18/02/2011 08:34,0.664092664,518
18/02/2011 08:35,0.66798419,506
18/02/2011 08:36,0.647157191,598
18/02/2011 08:37,0.641404806,541
18/02/2011 08:38,0.664298401,563
18/02/2011 08:39,0.641237113,485
18/02/2011 08:40,0.631304348,575
18/02/2011 08:41,0.662,500
18/02/2011 08:42,0.640740741,540
18/02/2011 08:43,0.632113821,492
18/02/2011 08:44,0.611111111,558
18/02/2011 08:45,0.678362573,513
18/02/2011 08:46,0.634095634,481
18/02/2011 08:47,0.623700624,481
18/02/2011 08:48,0.611940299,536
18/02/2011 08:49,0.671259843,508
18/02/2011 08:50,0.658318426,559
18/02/2011 08:51,0.651515152,528
18/02/2011 08:52,0.645472062,519
18/02/2011 08:53,0.642857143,490
18/02/2011 08:54,0.63559322,472
18/02/2011 08:55,0.658203125,512
18/02/2011 08:56,0.669090909,550
18/02/2011 08:57,0.632692308,520
18/02/2011 08:58,0.617810761,539
18/02/2011 08:59,0.657458564,543
18/02/2011 09:00,0.610852713,645
18/02/2011 09:01,0.625925926,540
18/02/2011 09:02,0.644524237,557
18/02/2011 09:03,0.582987552,482
18/02/2011 09:04,0.612546125,542
18/02/2011 09:05,0.630514706,544
18/02/2011 09:06,0.649325626,519
18/02/2011 09:07,0.613305613,481
18/02/2011 09:08,0.645472062,519
18/02/2011 09:09,0.624542125,546
18/02/2011 09:10,0.658536585,574
18/02/2011 09:11,0.633187773,458
18/02/2011 09:12,0.660447761,536
18/02/2011 09:13,0.630550622,563
18/02/2011 09:14,0.639468691,527
18/02/2011 09:15,0.636197441,547
18/02/2011 09:16,0.622222222,540
18/02/2011 09:17,0.612612613,555
18/02/2011 09:18,0.668478261,552
18/02/2011 09:19,0.630390144,487
18/02/2011 09:20,0.631775701,535
18/02/2011 09:21,0.653846154,520
18/02/2011 09:22,0.635451505,598
18/02/2011 09:23,0.635316699,521
18/02/2011 09:24,0.634545455,550
18/02/2011 09:25,0.633273703,559
18/02/2011 09:26,0.594594595,481
18/02/2011 09:27,0.618466899,574
18/02/2011 09:28,0.630931459,569
18/02/2011 09:29,0.635477583,513
18/02/2011 09:30,0.603040541,592
18/02/2011 09:31,0.600713012,561
18/02/2011 09:32,0.618421053,608
18/02/2011 09:33,0.597014925,536
18/02/2011 09:34,0.626923077,520
18/02/2011 09:35,0.617594255,557
18/02/2011 09:36,0.667876588,551
18/02/2011 09:37,0.651865009,563
18/02/2011 09:38,0.590301003,598
18/02/2011 09:39,0.597302505,519
18/02/2011 09:40,0.626394052,538
18/02/2011 09:41,0.642248722,587
18/02/2011 09:42,0.650817236,673
18/02/2011 09:43,0.625925926,540
18/02/2011 09:44,0.628571429,525
18/02/2011 09:45,0.624087591,548
18/02/2011 09:46,0.651741294,603
18/02/2011 09:47,0.625899281,556
18/02/2011 09:48,0.650763359,524
18/02/2011 09:49,0.641304348,552
18/02/2011 09:50,0.653594771,612
18/02/2011 09:51,0.613899614,518
18/02/2011 09:52,0.636212625,602
18/02/2011 09:53,0.614130435,552
18/02/2011 09:54,0.638059701,536
18/02/2011 09:55,0.642504119,607
18/02/2011 09:56,0.659016393,610
18/02/2011 09:57,0.632541133,547
18/02/2011 09:58,0.654173765,587
18/02/2011 09:59,0.619402985,536
18/02/2011 10:00,0.579192547,644
18/02/2011 10:01,0.61525974,616
18/02/2011 10:02,0.58699187,615
18/02/2011 10:03,0.58490566,530
18/02/2011 10:04,0.631944444,576
18/02/2011 10:05,0.634551495,602
18/02/2011 10:06,0.62755102,588
18/02/2011 10:07,0.669708029,548
18/02/2011 10:08,0.650684932,584
18/02/2011 10:09,0.631746032,630
18/02/2011 10:10,0.618333333,600
18/02/2011 10:11,0.629032258,558
18/02/2011 10:12,0.628919861,574
18/02/2011 10:13,0.614310646,573
18/02/2011 10:14,0.643463497,589
18/02/2011 10:15,0.625965997,647
18/02/2011 10:16,0.660071942,556
18/02/2011 10:17,0.639209226,607
18/02/2011 10:18,0.671641791,603
18/02/2011 10:19,0.644781145,594
18/02/2011 10:20,0.630357143,560
18/02/2011 10:21,0.65,600
18/02/2011 10:22,0.65,580
18/02/2011 10:23,0.635687732,538
18/02/2011 10:24,0.634508349,539
18/02/2011 10:25,0.635294118,595
18/02/2011 10:26,0.683012259,571
18/02/2011 10:27,0.691507799,577
18/02/2011 10:28,0.636215334,613
18/02/2011 10:29,0.660344828,580
18/02/2011 10:30,0.613162119,623
18/02/2011 10:31,0.608843537,588
18/02/2011 10:32,0.630894309,615
18/02/2011 10:33,0.652991453,585
18/02/2011 10:34,0.665137615,654
18/02/2011 10:35,0.623901582,569
18/02/2011 10:36,0.641322314,605
18/02/2011 10:37,0.650877193,570
18/02/2011 10:38,0.628289474,608
18/02/2011 10:39,0.685612789,563
18/02/2011 10:40,0.630182421,603
18/02/2011 10:41,0.687603306,605
18/02/2011 10:42,0.644628099,605
18/02/2011 10:43,0.625,568
18/02/2011 10:44,0.616747182,621
18/02/2011 10:45,0.628521127,568
18/02/2011 10:46,0.628521127,568
18/02/2011 10:47,0.707692308,585
18/02/2011 10:48,0.669001751,571
18/02/2011 10:49,0.687170475,569
18/02/2011 10:50,0.630200308,649
18/02/2011 10:51,0.656514382,591
18/02/2011 10:52,0.665008292,603
18/02/2011 10:53,0.61352657,621
18/02/2011 10:54,0.651815182,606
18/02/2011 10:55,0.663299663,594
18/02/2011 10:56,0.65767285,593
18/02/2011 10:57,0.647863248,585
18/02/2011 10:58,0.629948365,581
18/02/2011 10:59,0.663622527,657
18/02/2011 11:00,0.597977244,791
18/02/2011 11:01,0.611731844,716
18/02/2011 11:02,0.616022099,724
18/02/2011 11:03,0.601123596,712
18/02/2011 11:04,0.627557981,733
18/02/2011 11:05,0.614197531,648
18/02/2011 11:06,0.628482972,646
18/02/2011 11:07,0.639810427,633
18/02/2011 11:08,0.635276532,669
18/02/2011 11:09,0.64516129,651
18/02/2011 11:10,0.611650485,721
18/02/2011 11:11,0.640062598,639
18/02/2011 11:12,0.635514019,642
18/02/2011 11:13,0.63622975,679
18/02/2011 11:14,0.642414861,646
18/02/2011 11:15,0.608930988,739
18/02/2011 11:16,0.65051395,681
18/02/2011 11:17,0.645264848,623
18/02/2011 11:18,0.647234679,669
18/02/2011 11:19,0.635528331,653
18/02/2011 11:20,0.642651297,694
18/02/2011 11:21,0.679029957,701
18/02/2011 11:22,0.658461538,650
18/02/2011 11:23,0.647966339,713
18/02/2011 11:24,0.63832853,694
18/02/2011 11:25,0.635658915,645
18/02/2011 11:26,0.65578635,674
18/02/2011 11:27,0.670278638,646
18/02/2011 11:28,0.618045113,665
18/02/2011 11:29,0.615497076,684
18/02/2011 11:30,0.600775194,774
18/02/2011 11:31,0.635693215,678
18/02/2011 11:32,0.62295082,671
18/02/2011 11:33,0.63672391,757
18/02/2011 11:34,0.644755245,715
18/02/2011 11:35,0.62764457,709
18/02/2011 11:36,0.619799139,697
18/02/2011 11:37,0.587878788,660
18/02/2011 11:38,0.607427056,754
18/02/2011 11:39,0.611111111,702
18/02/2011 11:40,0.642091153,746
18/02/2011 11:41,0.675250358,699
18/02/2011 11:42,0.599269184,821
18/02/2011 11:43,0.654411765,680
18/02/2011 11:44,0.609822647,733
18/02/2011 11:45,0.592736706,771
18/02/2011 11:46,0.675342466,730
18/02/2011 11:47,0.60058309,686
18/02/2011 11:48,0.613275613,693
18/02/2011 11:49,0.624815362,677
18/02/2011 11:50,0.622596154,832
18/02/2011 11:51,0.625,744
18/02/2011 11:52,0.652112676,710
18/02/2011 11:53,0.650499287,701
18/02/2011 11:54,0.648648649,740
18/02/2011 11:55,0.644204852,742
18/02/2011 11:56,0.654166667,720
18/02/2011 11:57,0.631989597,769
18/02/2011 11:58,0.619812584,747
18/02/2011 11:59,0.629679144,748
18/02/2011 12:00,0.630925508,886
18/02/2011 12:01,0.635538262,771
18/02/2011 12:02,0.650229358,872
18/02/2011 12:03,0.680503145,795
18/02/2011 12:04,0.612531969,782
18/02/2011 12:05,0.634210526,760
18/02/2011 12:06,0.658536585,738
18/02/2011 12:07,0.62248996,747
18/02/2011 12:08,0.63029525,779
18/02/2011 12:09,0.649417853,773
18/02/2011 12:10,0.636699507,812
18/02/2011 12:11,0.623579545,704
18/02/2011 12:12,0.607818411,793
18/02/2011 12:13,0.637168142,791
18/02/2011 12:14,0.622710623,819
18/02/2011 12:15,0.638020833,768
18/02/2011 12:16,0.642947903,787
18/02/2011 12:17,0.666666667,801
18/02/2011 12:18,0.628571429,735
18/02/2011 12:19,0.67896679,813
18/02/2011 12:20,0.669491525,826
18/02/2011 12:21,0.63452381,840
18/02/2011 12:22,0.652061856,776
18/02/2011 12:23,0.632625995,754
18/02/2011 12:24,0.638014528,826
18/02/2011 12:25,0.634663342,802
18/02/2011 12:26,0.606870229,786
18/02/2011 12:27,0.650190114,789
18/02/2011 12:28,0.624539877,815
18/02/2011 12:29,0.651785714,784
18/02/2011 12:30,0.643255295,897
18/02/2011 12:31,0.667447307,854
18/02/2011 12:32,0.619047619,861
18/02/2011 12:33,0.659679408,811
18/02/2011 12:34,0.645760743,861
18/02/2011 12:35,0.652873563,870
18/02/2011 12:36,0.657142857,840
18/02/2011 12:37,0.640586797,818
18/02/2011 12:38,0.637311703,863
18/02/2011 12:39,0.620977354,839
18/02/2011 12:40,0.602312139,865
18/02/2011 12:41,0.661037394,829
18/02/2011 12:42,0.623529412,850
18/02/2011 12:43,0.641809291,818
18/02/2011 12:44,0.65483871,930
18/02/2011 12:45,0.662393162,936
18/02/2011 12:46,0.660418964,907
18/02/2011 12:47,0.655086849,806
18/02/2011 12:48,0.64221219,886
18/02/2011 12:49,0.678612717,865
18/02/2011 12:50,0.646919431,844
18/02/2011 12:51,0.664294187,843
18/02/2011 12:52,0.66940211,853
18/02/2011 12:53,0.640330189,848
18/02/2011 12:54,0.643930636,865
18/02/2011 12:55,0.646017699,904
18/02/2011 12:56,0.618002195,911
18/02/2011 12:57,0.652356021,955
18/02/2011 12:58,0.642696629,890
18/02/2011 12:59,0.650810811,925
18/02/2011 13:00,0.611393693,983
18/02/2011 13:01,0.643261608,883
18/02/2011 13:02,0.66089613,982
18/02/2011 13:03,0.629822732,959
18/02/2011 13:04,0.623376623,924
18/02/2011 13:05,0.642619312,901
18/02/2011 13:06,0.602006689,897
18/02/2011 13:07,0.6287964,889
18/02/2011 13:08,0.611640212,945
18/02/2011 13:09,0.652597403,924
18/02/2011 13:10,0.647118301,989
18/02/2011 13:11,0.679365079,945
18/02/2011 13:12,0.656218402,989
18/02/2011 13:13,0.620253165,869
18/02/2011 13:14,0.653374233,978
18/02/2011 13:15,0.6484375,1024
18/02/2011 13:16,0.645054945,910
18/02/2011 13:17,0.644880174,918
18/02/2011 13:18,0.688770053,935
18/02/2011 13:19,0.665650407,984
18/02/2011 13:20,0.664979757,988
18/02/2011 13:21,0.664556962,948
18/02/2011 13:22,0.640368852,976
18/02/2011 13:23,0.654411765,952
18/02/2011 13:24,0.666317992,956
18/02/2011 13:25,0.660520607,922
18/02/2011 13:26,0.617245005,951
18/02/2011 13:27,0.668367347,980
18/02/2011 13:28,0.637947725,1033
18/02/2011 13:29,0.676042677,1031
18/02/2011 13:30,0.645792564,1022
18/02/2011 13:31,0.614052953,982
18/02/2011 13:32,0.664563617,951
18/02/2011 13:33,0.650507328,887
18/02/2011 13:34,0.634937238,956
18/02/2011 13:35,0.643363728,987
18/02/2011 13:36,0.659211928,939
18/02/2011 13:37,0.644565217,920
18/02/2011 13:38,0.642636457,971
18/02/2011 13:39,0.6484375,896
18/02/2011 13:40,0.629158513,1022
18/02/2011 13:41,0.641898865,969
18/02/2011 13:42,0.657492355,981
18/02/2011 13:43,0.615214994,907
18/02/2011 13:44,0.655426765,949
18/02/2011 13:45,0.638446215,1004
18/02/2011 13:46,0.640674394,949
18/02/2011 13:47,0.657286432,995
18/02/2011 13:48,0.677093845,991
18/02/2011 13:49,0.641683778,974
18/02/2011 13:50,0.662639405,1076
18/02/2011 13:51,0.672164948,970
18/02/2011 13:52,0.621485944,996
18/02/2011 13:53,0.642250531,942
18/02/2011 13:54,0.649797571,988
18/02/2011 13:55,0.658057851,968
18/02/2011 13:56,0.651485149,1010
18/02/2011 13:57,0.659043659,962
18/02/2011 13:58,0.61038961,1001
18/02/2011 13:59,0.609120521,921
18/02/2011 14:00,0.638861629,1019
18/02/2011 14:01,0.64756447,1047
18/02/2011 14:02,0.667602996,1068
18/02/2011 14:03,0.664070107,1027
18/02/2011 14:04,0.679104478,1072
18/02/2011 14:05,0.617210682,1011
18/02/2011 14:06,0.674509804,1020
18/02/2011 14:07,0.639029323,989
18/02/2011 14:08,0.638077286,1061
18/02/2011 14:09,0.650793651,1008
18/02/2011 14:10,0.638259293,1103
18/02/2011 14:11,0.643286573,998
18/02/2011 14:12,0.645895153,1011
18/02/2011 14:13,0.645418327,1004
18/02/2011 14:14,0.658676894,1043
18/02/2011 14:15,0.644913628,1042
18/02/2011 14:16,0.66798419,1012
18/02/2011 14:17,0.658128079,1015
18/02/2011 14:18,0.653019447,977
18/02/2011 14:19,0.640922768,997
18/02/2011 14:20,0.6447985,1067
18/02/2011 14:21,0.655737705,1037
18/02/2011 14:22,0.671455939,1044
18/02/2011 14:23,0.657086224,1009
18/02/2011 14:24,0.671626984,1008
18/02/2011 14:25,0.680473373,1014
18/02/2011 14:26,0.64292589,1039
18/02/2011 14:27,0.663452266,1037
18/02/2011 14:28,0.6492891,1055
18/02/2011 14:29,0.6496695,1059
18/02/2011 14:30,0.653492647,1088
18/02/2011 14:31,0.667670683,996
18/02/2011 14:32,0.686165274,1077
18/02/2011 14:33,0.647217235,1114
18/02/2011 14:34,0.647333957,1069
18/02/2011 14:35,0.642787996,1033
18/02/2011 14:36,0.666044776,1072
18/02/2011 14:37,0.681214421,1054
18/02/2011 14:38,0.636094675,1014
18/02/2011 14:39,0.658583899,1031
18/02/2011 14:40,0.644465291,1066
18/02/2011 14:41,0.65037594,1064
18/02/2011 14:42,0.644034918,1031
18/02/2011 14:43,0.645437262,1052
18/02/2011 14:44,0.667318982,1022
18/02/2011 14:45,0.668233083,1064
18/02/2011 14:46,0.654231119,1099
18/02/2011 14:47,0.663255814,1075
18/02/2011 14:48,0.666329626,989
18/02/2011 14:49,0.673239437,1065
18/02/2011 14:50,0.659197012,1071
18/02/2011 14:51,0.669387755,980
18/02/2011 14:52,0.652416357,1076
18/02/2011 14:53,0.639727361,1027
18/02/2011 14:54,0.67578125,1024
18/02/2011 14:55,0.643626571,1114
18/02/2011 14:56,0.668246445,1055
18/02/2011 14:57,0.653675819,1129
18/02/2011 14:58,0.670391061,1074
18/02/2011 14:59,0.686679174,1066
18/02/2011 15:00,0.646017699,1243
18/02/2011 15:01,0.653173873,1087
18/02/2011 15:02,0.658362989,1124
18/02/2011 15:03,0.614901257,1114
18/02/2011 15:04,0.631486368,1137
18/02/2011 15:05,0.644605621,1103
18/02/2011 15:06,0.65377176,1034
18/02/2011 15:07,0.666061706,1102
18/02/2011 15:08,0.636730575,991
18/02/2011 15:09,0.644508671,1038
18/02/2011 15:10,0.686580882,1088
18/02/2011 15:11,0.703030303,1155
18/02/2011 15:12,0.650336215,1041
18/02/2011 15:13,0.672306322,1123
18/02/2011 15:14,0.670157068,1146
18/02/2011 15:15,0.683193277,1190
18/02/2011 15:16,0.703771849,1087
18/02/2011 15:17,0.680672269,1071
18/02/2011 15:18,0.636015326,1044
18/02/2011 15:19,0.670250896,1116
18/02/2011 15:20,0.677479147,1079
18/02/2011 15:21,0.682233503,985
18/02/2011 15:22,0.665254237,1180
18/02/2011 15:23,0.68784029,1102
18/02/2011 15:24,0.670103093,1164
18/02/2011 15:25,0.644567219,1086
18/02/2011 15:26,0.696428571,1064
18/02/2011 15:27,0.681516588,1055
18/02/2011 15:28,0.698308271,1064
18/02/2011 15:29,0.688311688,1078
18/02/2011 15:30,0.644171779,1141
18/02/2011 15:31,0.668407311,1149
18/02/2011 15:32,0.69452182,1077
18/02/2011 15:33,0.667910448,1072
18/02/2011 15:34,0.672597865,1124
18/02/2011 15:35,0.686988171,1099
18/02/2011 15:36,0.680457746,1136
18/02/2011 15:37,0.683270677,1064
18/02/2011 15:38,0.68655303,1056
18/02/2011 15:39,0.677007299,1096
18/02/2011 15:40,0.706630336,1101
18/02/2011 15:41,0.698501873,1068
18/02/2011 15:42,0.69266055,1090
18/02/2011 15:43,0.694576594,1051
18/02/2011 15:44,0.716085271,1032
18/02/2011 15:45,0.671698113,1060
18/02/2011 15:46,0.71826087,1150
18/02/2011 15:47,0.72983871,992
18/02/2011 15:48,0.686635945,1085
18/02/2011 15:49,0.68794964,1112
18/02/2011 15:50,0.709090909,1100
18/02/2011 15:51,0.706744868,1023
18/02/2011 15:52,0.697024346,1109
18/02/2011 15:53,0.709143969,1028
18/02/2011 15:54,0.706099815,1082
18/02/2011 15:55,0.712290503,1074
18/02/2011 15:56,0.682950192,1044
18/02/2011 15:57,0.70733945,1090
18/02/2011 15:58,0.704109589,1095
18/02/2011 15:59,0.680157947,1013
18/02/2011 16:00,0.690730838,1122
18/02/2011 16:01,0.70210728,1044
18/02/2011 16:02,0.703603604,1110
18/02/2011 16:03,0.70514064,1031
18/02/2011 16:04,0.714811408,1087
18/02/2011 16:05,0.712765957,1034
18/02/2011 16:06,0.709864603,1034
18/02/2011 16:07,0.71170314,1051
18/02/2011 16:08,0.717234262,969
18/02/2011 16:09,0.716346154,1040
18/02/2011 16:10,0.699107143,1120
18/02/2011 16:11,0.709677419,1023
18/02/2011 16:12,0.719832109,953
18/02/2011 16:13,0.709004739,1055
18/02/2011 16:14,0.749746707,987
18/02/2011 16:15,0.69581749,1052
18/02/2011 16:16,0.735092864,1023
18/02/2011 16:17,0.7408867,1015
18/02/2011 16:18,0.708542714,995
18/02/2011 16:19,0.715932914,954
18/02/2011 16:20,0.70746888,964
18/02/2011 16:21,0.731804586,1003
18/02/2011 16:22,0.714863498,989
18/02/2011 16:23,0.69047619,1050
18/02/2011 16:24,0.728860294,1088
18/02/2011 16:25,0.73523622,1016
18/02/2011 16:26,0.744840525,1066
18/02/2011 16:27,0.710703954,1037
18/02/2011 16:28,0.690029615,1013
18/02/2011 16:29,0.714557564,1051
18/02/2011 16:30,0.721702128,1175
18/02/2011 16:31,0.714005877,1021
18/02/2011 16:32,0.702312139,1038
18/02/2011 16:33,0.739175258,970
18/02/2011 16:34,0.722,1000
18/02/2011 16:35,0.734611504,991
18/02/2011 16:36,0.689795918,980
18/02/2011 16:37,0.717708333,960
18/02/2011 16:38,0.723779855,963
18/02/2011 16:39,0.720682303,938
18/02/2011 16:40,0.735571878,953
18/02/2011 16:41,0.729941292,1022
18/02/2011 16:42,0.718070009,1057
18/02/2011 16:43,0.748292683,1025
18/02/2011 16:44,0.731730769,1040
18/02/2011 16:45,0.724652087,1006
18/02/2011 16:46,0.740079365,1008
18/02/2011 16:47,0.741489362,940
18/02/2011 16:48,0.723497268,915
18/02/2011 16:49,0.734151329,978
18/02/2011 16:50,0.714426877,1012
18/02/2011 16:51,0.70950324,926
18/02/2011 16:52,0.721174004,954
18/02/2011 16:53,0.727664155,929
18/02/2011 16:54,0.733471074,968
18/02/2011 16:55,0.748962656,964
18/02/2011 16:56,0.697674419,989
18/02/2011 16:57,0.718627451,1020
18/02/2011 16:58,0.709677419,930
18/02/2011 16:59,0.701825558,986
18/02/2011 17:00,0.716753022,1158
18/02/2011 17:01,0.707395498,933
18/02/2011 17:02,0.701402806,998
18/02/2011 17:03,0.721748401,938
18/02/2011 17:04,0.738709677,930
18/02/2011 17:05,0.716961498,961
18/02/2011 17:06,0.727463312,954
18/02/2011 17:07,0.732334047,934
18/02/2011 17:08,0.730532787,976
